Plot name,metric (sf_metric),Value Prefix,Value Suffix,Fri Feb 06 2026 23:59:40 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 23:59:50 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:00:00 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:00:10 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:00:20 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:00:30 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:00:40 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:00:50 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:01:00 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:01:10 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:01:20 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:01:30 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:01:40 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:01:50 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:02:00 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:02:10 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:02:20 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:02:30 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:02:40 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:02:50 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:03:00 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:03:10 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:03:20 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:03:30 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:03:40 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:03:50 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:04:00 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:04:10 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:04:20 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:04:30 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:04:40 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:04:50 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:05:00 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:05:10 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:05:20 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:05:30 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:05:40 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:05:50 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:06:00 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:06:10 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 00:06:20 GMT-0500 (hora estándar de Colombia)
NOW,synthetic_monitoring_visible_stores,,,1506425,1505657,1504845,1504361,1497902,1490889,1484266,1478748,1472949,1467000,1450494,1430039,1377260,1330827,1280582,1227456,1181048,1130901,1077907,1031433,981197,928161,881687,831519,778556,731609,681015,627499,580721,530371,477067,430403,379698,326068,285112,240706,193358,152056,107002,59372,29616
