Plot name,metric (sf_metric),Value Prefix,Value Suffix,Sat Feb 07 2026 23:59:40 GMT-0500 (hora estándar de Colombia),Sat Feb 07 2026 23:59:50 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:00:00 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:00:10 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:00:20 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:00:30 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:00:40 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:00:50 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:01:00 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:01:10 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:01:20 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:01:30 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:01:40 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:01:50 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:02:00 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:02:10 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:02:20 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:02:30 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:02:40 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:02:50 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:03:00 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:03:10 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:03:20 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:03:30 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:03:40 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:03:50 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:04:00 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:04:10 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:04:20 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:04:30 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:04:40 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:04:50 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:05:00 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:05:10 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:05:20 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:05:30 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:05:40 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:05:50 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:06:00 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:06:10 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 00:06:20 GMT-0500 (hora estándar de Colombia)
NOW,synthetic_monitoring_visible_stores,,,1506093,1504124,1501845,1499609,1491812,1483550,1475542,1469136,1462172,1455195,1438682,1394412,1341037,1294547,1244417,1191284,1144818,1094758,1041704,995249,945189,892246,845807,795832,742935,696518,646523,593437,547207,497400,444799,399089,349650,297322,257451,214076,167947,127138,83140,36099,5966
