Plot name,metric (sf_metric),Value Prefix,Value Suffix,Sun Feb 08 2026 23:59:40 GMT-0500 (hora estándar de Colombia),Sun Feb 08 2026 23:59:50 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:00:00 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:00:10 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:00:20 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:00:30 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:00:40 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:00:50 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:01:00 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:01:10 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:01:20 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:01:30 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:01:40 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:01:50 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:02:00 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:02:10 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:02:20 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:02:30 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:02:40 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:02:50 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:03:00 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:03:10 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:03:20 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:03:30 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:03:40 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:03:50 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:04:00 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:04:10 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:04:20 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:04:30 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:04:40 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:04:50 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:05:00 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:05:10 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:05:20 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:05:30 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:05:40 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:05:50 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:06:00 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:06:10 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:06:20 GMT-0500 (hora estándar de Colombia),Mon Feb 09 2026 00:06:30 GMT-0500 (hora estándar de Colombia)
NOW,synthetic_monitoring_visible_stores,,,1017493,1016005,1016317,1016578,1009118,1003698,997814,992913,985648,980906,969644,956579,928028,895908,860701,823558,793476,759189,724541,692201,659079,624295,591686,557234,521849,487935,455118,420919,391275,356641,321525,287555,253227,217431,194840,165423,134977,106458,76967,46033,27362,6974
