Plot name,metric (sf_metric),Value Prefix,Value Suffix,Thu Feb 05 2026 23:59:40 GMT-0500 (hora estándar de Colombia),Thu Feb 05 2026 23:59:50 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:00:00 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:00:10 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:00:20 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:00:30 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:00:40 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:00:50 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:01:00 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:01:10 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:01:20 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:01:30 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:01:40 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:01:50 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:02:00 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:02:10 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:02:20 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:02:30 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:02:40 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:02:50 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:03:00 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:03:10 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:03:20 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:03:30 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:03:40 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:03:50 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:04:00 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:04:10 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:04:20 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:04:30 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:04:40 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:04:50 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:05:00 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:05:10 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:05:20 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:05:30 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:05:40 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:05:50 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:06:00 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:06:10 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:06:20 GMT-0500 (hora estándar de Colombia),Fri Feb 06 2026 00:06:30 GMT-0500 (hora estándar de Colombia)
NOW,synthetic_monitoring_visible_stores,,,1399184,1397752,1396354,1394978,1388427,1381373,1374409,1367621,1360434,1353370,1336511,1316505,1268317,1224603,1177320,1128647,1084988,1037857,989351,945668,898425,849768,806089,758875,710221,666568,619400,571875,528417,481521,433254,390157,343583,295505,257808,216894,174427,136995,96213,53855,27144,0
