Plot name,metric (sf_metric),Value Prefix,Value Suffix,Mon Feb 02 2026 23:59:40 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 23:59:50 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:00:00 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:00:10 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:00:20 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:00:30 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:00:40 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:00:50 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:01:00 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:01:10 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:01:20 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:01:30 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:01:40 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:01:50 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:02:00 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:02:10 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:02:20 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:02:30 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:02:40 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:02:50 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:03:00 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:03:10 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:03:20 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:03:30 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:03:40 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:03:50 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:04:00 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:04:10 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:04:20 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:04:30 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:04:40 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:04:50 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:05:00 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:05:10 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:05:20 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:05:30 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:05:40 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:05:50 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:06:00 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:06:10 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:06:20 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 00:06:30 GMT-0500 (hora estándar de Colombia)
NOW,synthetic_monitoring_visible_stores,,,845210,843143,842111,840917,836419,831822,827244,823057,817696,813208,802009,787572,760227,733626,704924,677085,649782,620682,592414,565406,536501,508207,481090,452469,424405,397934,369206,341726,314914,286173,258773,232553,203868,176114,152640,127273,102908,79539,55173,31075,15119,361
