Plot name,metric (sf_metric),Value Prefix,Value Suffix,Tue Feb 03 2026 23:59:40 GMT-0500 (hora estándar de Colombia),Tue Feb 03 2026 23:59:50 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:00:00 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:00:10 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:00:20 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:00:30 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:00:40 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:00:50 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:01:00 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:01:10 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:01:20 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:01:30 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:01:40 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:01:50 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:02:00 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:02:10 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:02:20 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:02:30 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:02:40 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:02:50 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:03:00 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:03:10 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:03:20 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:03:30 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:03:40 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:03:50 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:04:00 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:04:10 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:04:20 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:04:30 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:04:40 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:04:50 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:05:00 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:05:10 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:05:20 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:05:30 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:05:40 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:05:50 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:06:00 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:06:10 GMT-0500 (hora estándar de Colombia),Wed Feb 04 2026 00:06:20 GMT-0500 (hora estándar de Colombia)
NOW,synthetic_monitoring_visible_stores,,,1032816,1031859,1030636,1029236,1024565,1019132,1013907,1009301,1003881,998657,985726,956171,921677,888936,854184,819320,786613,751920,717129,684265,649253,614214,581331,546370,511355,478562,443602,408587,376019,341424,306723,274025,239356,204793,175822,145539,114940,85935,55612,24987,5186
