Plot name,metric (sf_metric),Value Prefix,Value Suffix,Tue Feb 10 2026 23:59:40 GMT-0500 (hora estándar de Colombia),Tue Feb 10 2026 23:59:50 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:00:00 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:00:10 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:00:20 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:00:30 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:00:40 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:00:50 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:01:00 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:01:10 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:01:20 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:01:30 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:01:40 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:01:50 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:02:00 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:02:10 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:02:20 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:02:30 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:02:40 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:02:50 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:03:00 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:03:10 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:03:20 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:03:30 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:03:40 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:03:50 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:04:00 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:04:10 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:04:20 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:04:30 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:04:40 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:04:50 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:05:00 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:05:10 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:05:20 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:05:30 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:05:40 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:05:50 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:06:00 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:06:10 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:06:20 GMT-0500 (hora estándar de Colombia),Wed Feb 11 2026 00:06:30 GMT-0500 (hora estándar de Colombia)
NOW,synthetic_monitoring_visible_stores,,,1075800,1075282,1074886,1072863,1067119,1060688,1055675,1050830,1045847,1034963,1021552,1001093,967441,930536,895462,860308,825270,790380,753369,719748,682592,647587,613223,576796,541071,506256,468801,434185,399305,363953,328072,292782,255782,222498,191664,160126,128675,97166,67321,38152,17620,2763
