Plot name,metric (sf_metric),Value Prefix,Value Suffix,Sun Feb 01 2026 23:59:40 GMT-0500 (hora estándar de Colombia),Sun Feb 01 2026 23:59:50 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:00:00 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:00:10 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:00:20 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:00:30 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:00:40 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:00:50 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:01:00 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:01:10 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:01:20 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:01:30 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:01:40 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:01:50 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:02:00 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:02:10 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:02:20 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:02:30 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:02:40 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:02:50 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:03:00 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:03:10 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:03:20 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:03:30 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:03:40 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:03:50 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:04:00 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:04:10 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:04:20 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:04:30 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:04:40 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:04:50 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:05:00 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:05:10 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:05:20 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:05:30 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:05:40 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:05:50 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:06:00 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:06:10 GMT-0500 (hora estándar de Colombia),Mon Feb 02 2026 00:06:20 GMT-0500 (hora estándar de Colombia)
NOW,synthetic_monitoring_visible_stores,,,977255,980304,979359,975505,972282,966842,963487,961435,954639,945506,924079,892844,859925,827887,795592,762838,729970,698208,664774,632143,599871,567653,533830,501930,470339,436390,404087,373029,340691,308336,277651,242644,209805,181104,151149,123121,95063,65035,36446,13521,1382
